date,close,adj close,dividends,stock splits,currency
2019-11-15,24.73572453525162,16.32801149323268,0.0,0.0,EUR
2019-11-18,24.667352418721975,16.282879350268672,0.0,0.0,EUR
2019-11-19,24.674058326236718,16.28730449827458,0.0,0.0,EUR
2019-11-20,24.68862497917371,16.29692025847703,0.0,0.0,EUR
2019-11-21,24.645137729880844,16.26821389712211,0.0,0.0,EUR
2019-11-22,24.775291938317423,16.354131964517364,0.0,0.0,EUR
2019-11-25,25.035011767072092,16.525570442543312,0.0,0.0,EUR
2019-11-26,25.107974453509314,16.573732344362725,0.0,0.0,EUR
2019-11-27,25.121199726389705,16.58246439360346,0.0,0.0,EUR
2019-11-29,25.051398074143094,16.536385881045135,0.0,0.0,EUR
2019-12-02,24.68000601878748,16.291232643580884,0.0,0.0,EUR
2019-12-03,24.674375840278913,16.287515024704362,0.0,0.0,EUR
2019-12-04,24.685967021640295,16.29516592481059,0.0,0.0,EUR
2019-12-05,24.5826186224283,16.226948273812923,0.0,0.0,EUR
2019-12-06,24.668102243872454,16.283372234974195,0.0,0.0,EUR
2019-12-09,24.740281256408707,16.331020588996807,0.0,0.0,EUR
2019-12-10,24.613659463191652,16.24743810542782,0.0,0.0,EUR
2019-12-11,24.6278047943415,16.256774152413982,0.0,0.0,EUR
2019-12-12,24.53246227134514,16.193838707033592,0.0,0.0,EUR
2019-12-13,24.658375023023837,16.276950889258842,0.0,0.0,EUR
2019-12-16,24.814686177450085,16.380134058863405,0.0,0.0,EUR
2019-12-17,24.74101287677513,16.33150364933158,0.0,0.0,EUR
2019-12-18,24.669591970653528,16.284355076827524,0.0,0.0,EUR
2019-12-19,24.788753355205245,16.363015534157057,0.0,0.0,EUR
2019-12-20,24.93181391656094,16.457449526815026,0.0,0.0,EUR
2019-12-23,25.018408959075146,16.514612321640925,0.0,0.0,EUR
2019-12-24,25.010245484257325,16.50922283096247,0.0,0.0,EUR
2019-12-26,25.121097209725917,16.5823941725572,0.0,0.0,EUR
2019-12-27,23.00848893885086,16.54737022311292,2.0628549075126648,0.0,EUR
2019-12-30,22.633973294338034,16.278024231036852,0.0,0.0,EUR
2019-12-31,22.60786264594458,16.25924370993971,0.0,0.0,EUR
2020-01-02,22.868192018182754,16.44647050577362,0.0,0.0,EUR
2020-01-03,22.919164443190994,16.48312620173442,0.0,0.0,EUR
2020-01-06,22.984315398977287,16.529986432483838,0.0,0.0,EUR
2020-01-07,22.874630096901342,16.451100238471213,0.0,0.0,EUR
2020-01-08,22.970506926391067,16.520056424504105,0.0,0.0,EUR
2020-01-09,23.14092683982244,16.642618896198655,0.0,0.0,EUR
2020-01-10,23.14349952423572,16.64446862950672,0.0,0.0,EUR
2020-01-13,23.212888558548457,16.69437138158912,0.0,0.0,EUR
2020-01-14,23.181229799861285,16.671602663208432,0.0,0.0,EUR
2020-01-15,23.229031433190926,16.705980588929037,0.0,0.0,EUR
2020-01-16,23.307323444739723,16.762286954714,0.0,0.0,EUR
2020-01-17,23.433561188391877,16.85307772552062,0.0,0.0,EUR
2020-01-21,23.453328753450023,16.867292710497622,0.0,0.0,EUR
2020-01-22,23.51335623783291,16.91046402143479,0.0,0.0,EUR
2020-01-23,23.552600409124466,16.93868914238101,0.0,0.0,EUR
2020-01-24,23.52011024564115,16.915322352976204,0.0,0.0,EUR
2020-01-27,23.281783702067855,16.743919902357334,0.0,0.0,EUR
2020-01-28,23.395225721763836,16.825504766317408,0.0,0.0,EUR
2020-01-29,23.53173199841285,16.923681015629654,0.0,0.0,EUR
2020-01-30,23.513969180089475,16.910905611086037,0.0,0.0,EUR
2020-01-31,23.193130168881225,16.680159204558322,0.0,0.0,EUR
2020-02-03,23.179870840873832,16.670627790295725,0.0,0.0,EUR
2020-02-04,23.322040324553086,16.772871969364246,0.0,0.0,EUR
2020-02-05,23.40394570398712,16.83177564282778,0.0,0.0,EUR
2020-02-06,23.63594432250784,16.998625838257794,0.0,0.0,EUR
2020-02-07,23.72307751695871,17.06129345917418,0.0,0.0,EUR
2020-02-10,24.020703259073912,17.27533992297515,0.0,0.0,EUR
2020-02-11,24.10877002238817,17.338680294991264,0.0,0.0,EUR
2020-02-12,24.177119001083383,17.387832543705372,0.0,0.0,EUR
2020-02-13,24.2360454158362,17.43021438942219,0.0,0.0,EUR
2020-02-14,24.39150968997717,17.5420166924024,0.0,0.0,EUR
2020-02-18,24.51543858397008,17.631143576321847,0.0,0.0,EUR
2020-02-19,24.79295467314023,17.830732737405583,0.0,0.0,EUR
2020-02-20,24.80366000302547,17.83843181713837,0.0,0.0,EUR
2020-02-21,24.83315203357006,17.85964548400534,0.0,0.0,EUR
2020-02-24,24.297331104356545,17.4742883071317,0.0,0.0,EUR
2020-02-25,23.836782046368626,17.143069507830432,0.0,0.0,EUR
2020-02-26,23.75115667742739,17.081486656753214,0.0,0.0,EUR
2020-02-27,23.124421325425374,16.630748953234615,0.0,0.0,EUR
2020-02-28,22.76846299834301,16.374747801336753,0.0,0.0,EUR
2020-03-02,23.12033323545586,16.627809021489497,0.0,0.0,EUR
2020-03-03,23.08766093381132,16.604310632237116,0.0,0.0,EUR
2020-03-04,23.33757958341198,16.784048365840363,0.0,0.0,EUR
2020-03-05,23.321490462809834,16.77247704728802,0.0,0.0,EUR
2020-03-06,23.347606158230974,16.791258361902237,0.0,0.0,EUR
2020-03-09,22.320352639539465,16.052472307620747,0.0,0.0,EUR
2020-03-10,22.518941589282804,16.195297345793733,0.0,0.0,EUR
2020-03-11,22.33640122038787,16.064015783150126,0.0,0.0,EUR
2020-03-12,21.56903463121489,15.512139160376137,0.0,0.0,EUR
2020-03-13,22.302326818252368,16.0395087806844,0.0,0.0,EUR
2020-03-16,22.303178034917437,16.040119459876223,0.0,0.0,EUR
2020-03-17,21.776897387125018,15.66162651500349,0.0,0.0,EUR
2020-03-18,21.8028722959275,15.680307953865395,0.0,0.0,EUR
2020-03-19,22.205807680300722,15.970094411838431,0.0,0.0,EUR
2020-03-20,23.184948069331767,16.674279378463325,0.0,0.0,EUR
2020-03-23,23.374878559766444,16.810872368962805,0.0,0.0,EUR
2020-03-24,23.51687552175349,16.91299873306434,0.0,0.0,EUR
2020-03-25,23.284132210085772,16.745609612878752,0.0,0.0,EUR
2020-03-26,23.21671270267018,16.69712130729181,0.0,0.0,EUR
2020-03-27,22.95112854166905,16.517224905270268,0.01538704025745392,0.0,EUR
2020-03-30,22.891472917531246,16.47428972336934,0.0,0.0,EUR
2020-03-31,22.979988725521252,16.537993174624717,0.0,0.0,EUR
2020-04-01,23.0153081472414,16.563412034665248,0.0,0.0,EUR
2020-04-02,23.19689346578889,16.69409205547163,0.0,0.0,EUR
2020-04-03,23.280236050607073,16.754072970159086,0.0,0.0,EUR
